关键字,分类,上级,下级
地形,气象与气候,水文系统,山地、平原、高原、峡谷、盆地、落差、流速、水能资源、地形雨、流域面积、河湖分布
地理,气象与气候,水文系统,水文特征、水资源分布、流域划分、河湖成因、水文灾害分布、水循环
地表,气象与气候,水文系统,地表水、地表径流、地表污染、地表沉降、地表形态、冲积平原、三角洲、泥沙淤积
地面,气象与气候,水文系统,地面沉降、地面径流、地面污染、地面植被、地面蒸发、地面侵蚀
均匀,气象与气候,水文系统,径流量、降水、流量、温带海洋性气候区河流、含沙量、水资源分布
坡向,气象与气候,水文系统,迎风坡、背风坡、地形雨、降水、径流、植被分布、水土流失
垂直,气象与气候,水文系统,垂直变化、高原山地水文、海拔与气温、海拔与融水、地下水位垂直分布
增多,气象与气候,水文系统,降水、补给量、流量、水位、含沙量、洪涝灾害、地下水补给、径流量
大气,气象与气候,水文系统,大气降水、大气蒸发、大气环流、水汽输送、大气污染、酸雨对水文的影响
大量,气象与气候,水文系统,降水、融水、径流、水污染、工业废水、生活污水、泥沙淤积、地下水开采
大陆,气象与气候,水文系统,大陆性气候、内流河、外流河、大陆架水文、海陆热力性质差异、流域
大陆性气候,气象与气候,水文系统,内流河、径流量小、季节变化大、含沙量、结冰期、冬冷夏热对河流的影响
天气,气象与气候,水文系统,暴雨、大雨、中雨、小雨、晴天、阴天、寒潮、台风、对流雨、锋面雨、地形雨
太平洋,气象与气候,水文系统,外流河、水汽输送、东南季风、洋流、海平面上升、太平洋流域河流
太阳,气象与气候,水文系统,太阳辐射、蒸发、气温、冰川融水、积雪融水、水文季节变化
太阳辐射,气象与气候,水文系统,蒸发、气温、融水补给、水文变化、气候与水文的关联
季节,气象与气候,水文系统,汛期、结冰期、融水补给、降水补给、径流变化、水资源季节分配、水文灾害季节分布
季风,气象与气候,水文系统,夏季风、冬季风、东南季风、西北季风、水汽输送、降水、汛期、季风气候区河流
学科,气象与气候,水文系统,水文特征、水循环、水资源、河湖成因、地下水、水文灾害、水能资源
容易,气象与气候,水文系统,洪涝、干旱、泥沙淤积、地面沉降、海水入侵、水污染、断流、泥石流
寒冷,气象与气候,水文系统,结冰期、冬季河流、冰川、积雪融水、春汛、北方河流、寒带水文
寒带,气象与气候,水文系统,结冰期、冰川融水、极地水文、寒带河流、径流量小、季节变化大
导致,气象与气候,水文系统,洪涝、干旱、地面沉降、海水入侵、水污染、泥沙淤积、断流、泥石流、海平面上升、含沙量增大
少雨,气象与气候,水文系统,干旱、内流河、径流量小、季节变化大、含沙量、蒸发旺盛、西北内陆
属于,气象与气候,水文系统,外流河、内流河、潜水、承压水、淡水湖、咸水湖、构造湖、火山口湖、堰塞湖、冰川湖、洪涝、干旱
山地,决策型,水文系统,高山峡谷、流速快、水能资源、地形雨、流域面积小、垂直水文变化、冰川融水
山地气候,气象与气候,水文系统,高原山地水文、垂直变化、冰川融水、地形雨、河流流速、水能资源
山脉,气象与气候,水文系统,流域分界线、分水岭、地形雨、迎风坡、背风坡、河流流向、水能资源
山顶,气象与气候,水文系统,冰川、融水、气温低、降水峰值、山地水文垂直变化
山麓,气象与气候,水文系统,河流发源地、融水补给、降水、山地水文垂直变化、流速快
差值,气象与气候,水文系统,水位差、地势落差、气温差、融水量差、径流量差、含沙量差
差异,气象与气候,水文系统,水文特征、南北方河流、外流河与内流河、潜水与承压水、淡水湖与咸水湖、不同气候区河流
带来,气象与气候,水文系统,水汽、降水、融水、泥沙、洪涝、污染、季风对河流的影响、洋流对水文的影响
常见,气象与气候,水文系统,水文灾害、洪涝、干旱、水污染、地面沉降、海水入侵、汛期、结冰期、含沙量大
干季,气象与气候,水文系统,内流河、热带草原气候区河流、径流量小、蒸发旺盛、干旱、含沙量
干旱,气象与气候,水文系统,西北内陆、内流河、径流量小、蒸发旺盛、水资源短缺、干旱灾害、土地荒漠化
干湿,气象与气候,水文系统,干湿季、热带河流、径流量变化、汛期、内流河、水资源季节分配
干燥,气象与气候,水文系统,干旱、内流河、蒸发旺盛、径流量小、含沙量、西北内陆、地表植被稀少
平原,决策型,水文系统,流速慢、泥沙淤积、三角洲、冲积平原、河网密布、外流河、洪涝灾害、航运便利
平坦,气象与气候,水文系统,地势、流速慢、泥沙淤积、洪涝、航运、平原河流、流域面积大
引发,气象与气候,水文系统,洪涝、干旱、泥石流、滑坡、地面沉降、海水入侵、水污染、水土流失、含沙量增大
强弱,气象与气候,水文系统,季风、夏季风、冬季风、水流速度、水能资源、补给量、调蓄能力、涵养水源能力
形成,气象与气候,水文系统,河流、湖泊、三角洲、冲积平原、地形雨、锋面雨、对流雨、堰塞湖、构造湖、火山口湖
影响,气象与气候,水文系统,气候对水文、地形对水文、植被对水文、人类活动对水文、洋流对水文、大气环流对水文
微弱,气象与气候,水文系统,蒸发、降水、补给量、径流量、流速、调蓄能力、涵养水源能力、水土流失
性质,气象与气候,水文系统,海陆热力性质、水体性质、淡水、咸水、地下水性质、泥沙性质、土壤性质
成因,气象与气候,水文系统,河湖成因、地下水成因、水文灾害成因、水文特征成因、三角洲成因、泥沙淤积成因
抬升,气象与气候,水文系统,地形抬升、地形雨、气流抬升、降水、水位抬升、泥沙抬升、地壳抬升
排放,气象与气候,水文系统,工业废水、生活污水、农业污水、污染物、温室气体、全球气候变暖、水污染
控制,气象与气候,水文系统,水资源、水污染、水文灾害、水库调节、湖泊调蓄、地下水开采、水土流失
改变,气象与气候,水文系统,水文特征、河流流量、水位、含沙量、湖泊面积、地下水位、水资源分布、水文灾害
方面,气象与气候,水文系统,水文特征、水循环、水资源、水文灾害、人类活动对水文的影响、气候对水文的影响
时间,气象与气候,水文系统,汛期时间、结冰期时间、降水时间、融水时间、水资源时间分配、水文灾害时间分布
旺盛,气象与气候,水文系统,蒸发、降水、水汽输送、水循环、融水补给、径流、夏季风、对流雨
明显,气象与气候,水文系统,汛期、结冰期、水文特征、流量变化、水位变化、含沙量变化、洪涝、干旱、垂直变化
显著,气象与气候,水文系统,季风影响、地形影响、植被影响、人类活动影响、水文特征差异、流量季节变化、含沙量
晴天,气象与气候,水文系统,蒸发旺盛、融水补给多、流量大、气温高、降水少、干旱
暖流,气象与气候,水文系统,增温增湿、降水增多、径流量大、洋流对水文的影响、沿海河流
暖湿气流,气象与气候,水文系统,水汽输送、降水、夏季风、地形雨、锋面雨、径流增多、汛期
暖锋,决策型,水文系统,锋面雨、降水、气温升高、河流流量增大、汛期、暖锋过境对水文的影响
暴雨,决策型,水文系统,洪涝、水位上升、径流量增大、水土流失、含沙量增大、泥石流、滑坡、锋面雨
最大,气象与气候,水文系统,流量、水位、融水量、降水量、含沙量、水能资源、调蓄能力、流域面积
最高,气象与气候,水文系统,气温、融水量、流量、水位、蒸发量、含沙量、水能资源、汛期峰值
有关,气象与气候,水文系统,气候与水文、地形与水文、植被与水文、人类活动与水文、洋流与水文、大气环流与水文
条件,气象与气候,水文系统,水文形成条件、降水条件、融水条件、水能资源条件、航运条件、灌溉条件、水资源条件
极地,气象与气候,水文系统,冰川融水、结冰期、极地河流、海平面上升、寒带水文、低温对水文的影响
核心,气象与气候,水文系统,水文特征、水循环、水资源、河湖补给、水文灾害、水能资源、流域
植被,气象与气候,水文系统,保持水土、涵养水源、含沙量、径流量、地下水补给、水土流失、地表径流、生态水文
比热容,气象与气候,水文系统,海陆热力性质、水体与陆地、气温变化、蒸发、融水、水文季节变化
气体,气象与气候,水文系统,温室气体、二氧化碳、甲烷、全球气候变暖、冰川融化、海平面上升、水体溶解氧
气候,气象与气候,水文系统,气候对水文的影响、季风气候、温带大陆性气候、亚热带季风气候、温带海洋性气候、热带气候
气候异常,气象与气候,水文系统,极端降水、极端干旱、洪涝、干旱、水文灾害增多、冰川融化、海平面上升
气压,气象与气候,水文系统,高低气压、季风、水汽输送、降水、大气环流、台风、锋面活动
气流,气象与气候,水文系统,暖湿气流、干冷气流、季风、地形抬升、降水、水汽输送、对流雨
气温,气象与气候,水文系统,结冰期、融水补给、蒸发、流量变化、汛期、全球气候变暖、海平面上升、水文季节变化
水分,气象与气候,水文系统,水资源、降水、融水、径流、地下水、涵养水源、蒸发、蒸腾、水文循环
水汽,气象与气候,水文系统,水汽输送、降水、季风、地形雨、锋面雨、对流雨、水循环、大气湿度
沙漠,气象与气候,水文系统,内流河、干旱、蒸发旺盛、径流量小、含沙量、西北内陆、沙漠水文、植被稀少
沿海地区,决策型,水文系统,外流河、水汽输送、降水丰富、河网密布、海平面上升、海水入侵、洋流影响、航运便利
活动,气象与气候,水文系统,人类活动、锋面活动、大气活动、洋流活动、火山活动、地震活动、冰川活动、水文活动
海平面,气象与气候,水文系统,海平面上升、海水入侵、沿海水文、洋流、外流河入海口、三角洲、全球气候变暖
海拔,气象与气候,水文系统,高海拔、冰川融水、气温低、流速快、水能资源、山地水文、垂直变化、流域面积
海水,气象与气候,水文系统,海水入侵、海平面上升、洋流、外流河入海口、三角洲、咸水、沿海水文、潮汐
海洋,决策型,水文系统,外流河、水汽输送、季风、洋流、海平面上升、海洋性气候、沿海河流、航运
温和,气象与气候,水文系统,温带海洋性气候区河流、流量均匀、无结冰期、汛期不明显、径流量稳定
温室,气象与气候,水文系统,温室气体、温室效应、全球气候变暖、冰川融化、海平面上升、水文灾害增多
温差,气象与气候,水文系统,气温差、海陆温差、融水量差、流量差、水文季节变化、结冰期、融水补给
温带,气象与气候,水文系统,温带河流、温带季风气候区河流、温带海洋性气候区河流、有结冰期、夏汛、径流量适中
温度,气象与气候,水文系统,气温、结冰期、融水补给、蒸发、流量变化、汛期、全球气候变暖、水体温度
湿季,气象与气候,水文系统,热带河流、季风气候区河流、汛期、径流量大、降水丰富、含沙量增大
湿润,气象与气候,水文系统,湿润地区、南方河流、降水丰富、河网密布、外流河、无结冰期、水资源丰富
炎热,气象与气候,水文系统,蒸发旺盛、融水补给多、流量大、汛期、热带河流、干旱、内流河、气温高
热力,气象与气候,水文系统,海陆热力性质、气温变化、蒸发、融水、季风、大气环流、水文季节变化
热带,气象与气候,水文系统,热带河流、热带季风气候区河流、热带草原气候区河流、无结冰期、干湿季、汛期长
热带地区,决策型,水文系统,热带河流、无结冰期、干湿季、降水丰富、融水补给、径流量大、水文季节变化明显
热带气候,气象与气候,水文系统,热带季风气候、热带草原气候、热带沙漠气候、热带河流、无结冰期、干湿季、径流量变化大
热带雨林,决策型,水文系统,热带雨林气候区河流、降水丰富、流量均匀、含沙量小、水资源丰富、生物多样性丰富
热量,气象与气候,水文系统,气温、蒸发、融水补给、太阳辐射、气候与水文、水文季节变化、冰川融化
特征,气象与气候,水文系统,河流水文特征、湖泊水文特征、地下水特征、水循环特征、水资源特征、水文灾害特征
特点,气象与气候,水文系统,河流特点、湖泊特点、地下水特点、水循环特点、水资源分布特点、水文灾害特点
环流,气象与气候,水文系统,大气环流、季风环流、洋流环流、水循环、水汽输送、降水、水文季节变化
现象,气象与气候,水文系统,水文现象、洪涝、干旱、结冰、融水、海水入侵、地面沉降、泥沙淤积、三角洲形成
生产,气象与气候,水文系统,农业生产、工业生产、航运、发电、灌溉、水产养殖、水资源利用、水能开发
生活,气象与气候,水文系统,生活用水、饮用水、水污染、水资源短缺、海水入侵、地面沉降、水文灾害对生活的影响
生物,气象与气候,水文系统,水生生物、生物多样性、植被、保持水土、涵养水源、生态水文、水污染对生物的影响
生长,气象与气候,水文系统,植被生长、水生生物生长、农作物生长、涵养水源、保持水土、生态水文、水资源与生物生长
盛行,气象与气候,水文系统,盛行风、夏季风、冬季风、东南季风、西北季风、盛行洋流、水汽输送、降水
种植,气象与气候,水文系统,农业种植、水田种植、旱地种植、灌溉、滴灌、喷灌、农作物、经济作物、粮食作物
移动,气象与气候,水文系统,锋面移动、气流移动、洋流移动、台风移动、汛期移动、融水带移动、水文灾害移动
稀少,气象与气候,水文系统,降水、水资源、植被、径流量、地下水、外流河、湿润地区、生物多样性
程度,气象与气候,水文系统,干旱程度、洪涝程度、水污染程度、水土流失程度、含沙量程度、结冰期程度、补给程度
空气,气象与气候,水文系统,暖湿空气、干冷空气、气流、水汽、降水、蒸发、大气环流、季风
类型,气象与气候,水文系统,河流类型、湖泊类型、地下水类型、补给类型、径流类型、降水类型、水文灾害类型、水能类型
纬度,气象与气候,水文系统,低纬度、中纬度、高纬度、热带、温带、寒带、河流分布、湖泊分布、水资源分布、水文特征
结合,气象与气候,水文系统,气候与水文、地形与水文、植被与水文、人类活动与水文、洋流与水文、大气环流与水文
背风,气象与气候,水文系统,背风坡、降水少、径流量小、干旱、水土流失少、含沙量小、地形对水文的影响
苔原,气象与气候,水文系统,苔原气候区河流、结冰期长、径流量小、融水补给、寒带水文、植被稀少
茂盛,气象与气候,水文系统,植被茂盛、保持水土、涵养水源、含沙量小、地下水补给多、径流量稳定、生态水文好
草原,气象与气候,水文系统,热带草原、温带草原、草原气候区河流、干湿季、径流量变化大、含沙量、植被保持水土
草原气候,气象与气候,水文系统,热带草原气候、温带草原气候、干湿季、河流汛期、径流量变化、含沙量、蒸发
获得,气象与气候,水文系统,水资源、降水、融水、补给量、径流量、水能资源、灌溉水源、饮用水源
落叶,气象与气候,水文系统,温带落叶阔叶林、植被季节变化、涵养水源能力变化、含沙量季节变化、径流量季节变化
蒸发,气象与气候,水文系统,水面蒸发、地面蒸发、蒸发旺盛、干旱、内流河、径流量小、水循环、气温
融化,气象与气候,水文系统,冰川融化、积雪融化、融水补给、春汛、夏季流量、海平面上升、全球气候变暖
表现,气象与气候,水文系统,水文特征表现、洪涝表现、干旱表现、水污染表现、地面沉降表现、海水入侵表现
西北地区,气象与气候,水文系统,内流河、干旱、蒸发旺盛、冰川融水补给、径流量小、含沙量、水资源短缺、干旱灾害
西风带,气象与气候,水文系统,温带海洋性气候区、降水均匀、河流流量稳定、无明显汛期、西风带对水文的影响
要素,气象与气候,水文系统,水文要素、流量、汛期、含沙量、结冰期、流速、水位、径流量、补给量
覆盖,气象与气候,水文系统,植被覆盖、植被覆盖率、保持水土、涵养水源、含沙量、地下水补给、水土流失
规律,气象与气候,水文系统,水文规律、水循环规律、水资源分布规律、河流水文变化规律、湖泊水文规律、地下水运动规律
规律性,气象与气候,水文系统,水文分布规律性、水循环规律性、流量变化规律性、水位变化规律性、含沙量变化规律性
说法,气象与气候,水文系统,水文相关说法、河流说法、湖泊说法、地下水说法、水资源说法、水文灾害说法
赤道,气象与气候,水文系统,赤道地区、热带雨林气候、降水丰富、河流流量均匀、无结冰期、水资源丰富
超过,气象与气候,水文系统,流量超过、水位超过、含沙量超过、地下水开采超过补给量、降水量超过蒸发量
较大,决策型,水文系统,流量、水位、含沙量、落差、水能资源、汛期、径流量、水污染程度、洪涝程度
较差,气象与气候,水文系统,径流量年较差、径流量日较差、水位较差、气温较差、融水量较差、含沙量较差
辐射强度,气象与气候,水文系统,太阳辐射强度、蒸发、气温、融水补给、水文季节变化、气候与水文的关联
过境,气象与气候,水文系统,锋面过境、暖锋过境、冷锋过境、台风过境、降水、流量增大、水位上升、洪涝
迎风,气象与气候,水文系统,迎风坡、地形雨、降水丰富、径流量大、汛期、水土流失、含沙量增大、地形对水文的影响
远离,气象与气候,水文系统,远离海洋、内流河、干旱、降水稀少、蒸发旺盛、径流量小、水资源短缺、温带大陆性气候
连续性,气象与气候,水文系统,连续性降水、连续性径流、连续性补给、连续性阴雨、暖锋过境、准静止锋、河流流量稳定
适合,气象与气候,水文系统,航运、发电、灌溉、养殖、种植、居住、水资源利用、水能开发、水文条件适合性
适应,气象与气候,水文系统,植被适应水文、生物适应水文、人类活动适应水文、河流适应气候、湖泊适应地形
重要,气象与气候,水文系统,水资源、水循环、河湖、地下水、水文灾害、水能资源、流域、水资源保护
锋面,气象与气候,水文系统,锋面雨、暖锋、冷锋、准静止锋、降水、流量增大、水位上升、洪涝、锋面过境对水文的影响
阔叶林,气象与气候,水文系统,温带落叶阔叶林、亚热带常绿阔叶林、植被覆盖、保持水土、涵养水源、含沙量、地下水补给
阻挡,气象与气候,水文系统,山脉阻挡、分水岭、气流阻挡、水汽输送阻挡、降水分布、河流流向、流域划分
陆地,决策型,水文系统,内流河、陆地径流、地面蒸发、地面沉降、陆地植被、海陆热力性质、陆地水文
降低,气象与气候,水文系统,水位、地下水位、流量、含沙量、气温、蒸发、洪涝程度、水污染程度、水土流失
降水,气象与气候,水文系统,大气降水、降水补给、地形雨、锋面雨、对流雨、汛期、流量、水位、径流量、水资源
降水量,气象与气候,水文系统,年降水量、季节降水量、降水强度、暴雨、大雨、中雨、小雨、水资源、径流量
降温,气象与气候,水文系统,气温降温、结冰期、融水减少、流量减小、寒潮、冷锋过境、冬季河流、寒带水文
降雨,气象与气候,水文系统,降雨补给、地形雨、锋面雨、对流雨、暴雨、大雨、中雨、小雨、流量、水位、径流量
集中,气象与气候,水文系统,降水集中、汛期集中、融水集中、含沙量集中、水文灾害集中、水资源时间集中
静止,气象与气候,水文系统,准静止锋、连续性降水、河流流量稳定、水位稳定、地下水运动缓慢、湖泊水位稳定
风向,气象与气候,水文系统,夏季风、冬季风、东南风、西北风、西风、东风、水汽输送、降水、季风对水文的影响
风带,气象与气候,水文系统,信风带、西风带、东风带、水汽输送、降水、气候区河流、水文特征、洋流
高于,气象与气候,水文系统,水位高于、地下水位高于、海平面高于、气温高于结冰期、流量高于、补给量高于
高压,气象与气候,水文系统,副热带高压、蒙古-西伯利亚高压、高压控制、降水少、干旱、冬季风、气流下沉
高原,决策型,水文系统,青藏高原、高原山地气候、冰川融水、流速快、水能资源、垂直水文变化、内流河
高度,气象与气候,水文系统,海拔高度、地势高度、水位高度、地下水位高度、落差高度、冰川高度、山地高度
高气压,气象与气候,水文系统,副热带高气压、极地高气压、高气压带、降水少、干旱、气流下沉、大气环流
高温,气象与气候,水文系统,高温期、蒸发旺盛、融水补给多、流量大、汛期、热带河流、夏季河流、全球气候变暖
12:00,决策型,题目选项,
14:00,决策型,题目选项,
14℃,决策型,题目选项,
16:00,决策型,题目选项,
26℃,决策型,题目选项,
4-9月,决策型,题目选项,
6-8月,决策型,题目选项,
7-8月,决策型,题目选项,
8℃,决策型,题目选项,
A山地,决策型,题目选项,
B山地,决策型,题目选项,
一样多,决策型,题目选项,
一样强,决策型,题目选项,
一样高,决策型,题目选项,
不确定,决策型,题目选项,
不结冰,决策型,题目选项,
不适合发展农业生产,决策型,题目选项,
与内陆地区一样大,决策型,题目选项,
东部沿海地区,决策型,题目选项,
两极地区,决策型,题目选项,
中纬度大陆东岸,决策型,题目选项,
中纬度大陆内部,决策型,题目选项,
中纬度大陆西岸,决策型,题目选项,
中部地区,决策型,题目选项,
亚寒带针叶林气候,决策型,题目选项,
亚洲东部,决策型,题目选项,
亚热带季风气候,决策型,题目选项,
亚马孙平原,决策型,题目选项,
从山麓到山顶，气温逐渐升高,决策型,题目选项,
从山麓到山顶，降水先增多后减少,决策型,题目选项,
从海洋吹向陆地,决策型,题目选项,
从陆地吹向海洋,决策型,题目选项,
从高纬度吹向低纬度,决策型,题目选项,
仙人掌,决策型,题目选项,
全年寒冷，植被以苔原为主,决策型,题目选项,
全年温和湿润,决策型,题目选项,
全年炎热干燥,决策型,题目选项,
全年酷寒，无植被生长,决策型,题目选项,
全年降水均匀,决策型,题目选项,
全年高温多雨,决策型,题目选项,
全球气温普遍下降,决策型,题目选项,
全球降水普遍减少,决策型,题目选项,
冬冷夏热，降水稀少,决策型,题目选项,
冬季,决策型,题目选项,
冰原气候,决策型,题目选项,
准静止锋,决策型,题目选项,
减少汽车尾气排放,决策型,题目选项,
刚果盆地,决策型,题目选项,
北极冰川面积缩小,决策型,题目选项,
北极圈附近,决策型,题目选项,
华北平原,决策型,题目选项,
南北纬0°-30°之间,决策型,题目选项,
南北纬30°-60°之间,决策型,题目选项,
南北纬30°附近,决策型,题目选项,
南北纬60°-90°之间,决策型,题目选项,
南北纬60°附近,决策型,题目选项,
南极大陆,决策型,题目选项,
南美洲东南部,决策型,题目选项,
南美洲亚马孙平原,决策型,题目选项,
地中海气候,决策型,题目选项,
地形雨,决策型,题目选项,
夏季,决策型,题目选项,
夏季炎热，冬季寒冷,决策型,题目选项,
夏季风势力稳定的年份,决策型,题目选项,
夏季风强盛的年份,决策型,题目选项,
夏季风较弱的年份,决策型,题目选项,
夏季高温多雨，冬季寒冷干燥,决策型,题目选项,
夏季高温多雨，冬季温和少雨,决策型,题目选项,
大豆,决策型,题目选项,
大风、降温、降雨,决策型,题目选项,
季风气候,决策型,题目选项,
寒冷干燥,决策型,题目选项,
寒带冰原气候,决策型,题目选项,
寒带地区,决策型,题目选项,
寒带气候,决策型,题目选项,
寒带苔原,决策型,题目选项,
小麦,决策型,题目选项,
山地地区,决策型,题目选项,
岛屿,决策型,题目选项,
我国北方地区冬季寒冷干燥与夏季风有关,决策型,题目选项,
我国北方地区冬季寒冷干燥主要受西北风影响,决策型,题目选项,
我国北方地区冬季降水较多,决策型,题目选项,
我国北方地区出现严重干旱,决策型,题目选项,
我国南方地区出现洪涝灾害,决策型,题目选项,
我国南方地区的降水主要受夏季风影响,决策型,题目选项,
我国南方地区的降水主要来自陆地,决策型,题目选项,
我国南方地区的降水集中在冬季,决策型,题目选项,
我国季风气候主要分布在西北内陆地区,决策型,题目选项,
我国季风气候的形成与气压带风带移动无关,决策型,题目选项,
