关键字,分类,上级,下级
地区,气象与气候,气候系统,对流雨、寒冷干燥、亚热带季风气候、甘蔗、温带海洋性气候、我国南方地区的降水主要受夏季风影响、冷锋、亚马孙平原、热带草原、热带雨林气候、水稻、海南岛、欧洲西部、气温升高、热带雨林地区、地中海气候、非洲北部、夏季风强盛的年份、暴雨、4-9月、内陆地区、降水集中在夏季、不结冰、较小、非洲撒哈拉沙漠、温带地区、降雪、北极圈附近、中纬度大陆西岸、陆地、青藏高原、南美洲东南部、夏季、平原、锋面雨、温带海洋性气候全年温和湿润、冰原气候、热带沙漠气候、较大、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、较强、全年炎热干燥、西北内陆地区、暖锋、仙人掌、降水丰富、热带季风气候、南北纬30°附近、更强、温带大陆性气候的冬冷夏热，年温差大
地形,气象与气候,气候系统,对流雨、寒冷干燥、亚热带季风气候、陆地、平原、更高、更多、内陆地区、降水丰富、温带海洋性气候全年温和湿润、A山地
地形雨,决策型,题目选项,nan
地球表面,锚点词,气候要素,青藏高原
地理,气象与气候,气候系统,温带海洋性气候全年温和湿润
地衣,锚点词,气候要素,北极圈附近
地表,气象与气候,气候系统,热带雨林地区、仙人掌、冰原气候、热带沙漠气候、全年寒冷，植被以苔原为主
地面,气象与气候,气候系统,燃烧煤炭，石油等化石燃料、较强
均匀,气象与气候,气候系统,中纬度大陆西岸、平原、温带海洋性气候、热带雨林气候、较大
坚硬,锚点词,气候要素,油橄榄
坡向,气象与气候,气候系统,寒冷干燥、更高
坡度,锚点词,气候要素,A山地
垂直,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林、平原
城市,锚点词,气候要素,14:00
增多,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林、某地区冬季出现极端寒潮，气温骤降、温带海洋性气候的形成主要受西风带和洋流影响
增温,锚点词,气候要素,降水丰富
增湿,锚点词,气候要素,降水丰富
夏季,决策型,题目选项,nan
夏季炎热，冬季寒冷,决策型,题目选项,nan
夏季风势力稳定的年份,决策型,题目选项,nan
夏季风强盛的年份,决策型,题目选项,nan
夏季风较弱的年份,决策型,题目选项,nan
夏季高温多雨，冬季寒冷干燥,决策型,题目选项,nan
夏季高温多雨，冬季温和少雨,决策型,题目选项,nan
多样性,锚点词,气候要素,亚马孙平原
大气,气象与气候,气候系统,全年炎热干燥、降水丰富、炎热干燥、热带沙漠气候、南北纬30°-60°之间
大洋,锚点词,气候要素,我国季风气候的形成主要与海陆热力性质差异有关
大豆,决策型,题目选项,nan
大量,气象与气候,气候系统,燃烧煤炭，石油等化石燃料、我国南方地区的降水主要受夏季风影响、全球降水普遍减少
大陆,气象与气候,气候系统,全年寒冷，植被以苔原为主、亚热带季风气候、全年炎热干燥、地中海气候、中纬度大陆西岸、温带海洋性气候、降水丰富、我国季风气候的形成主要与海陆热力性质差异有关、降水集中在夏季、热带沙漠气候、没有、冬冷夏热，降水稀少、海南岛
大陆性气候,气象与气候,气候系统,适合种植耐旱作物，且瓜果甜度高、温带海洋性气候、降水集中在夏季、热带沙漠气候、温带大陆性气候的冬冷夏热，年温差大、冬冷夏热，降水稀少、温带季风气候
大雨,锚点词,气候要素,暴雨
大风,锚点词,气候要素,冷锋
大风、降温、降雨,决策型,题目选项,nan
天气,气象与气候,气候系统,连续性阴雨天气、暖锋、冷锋、温带海洋性气候全年温和湿润、某地区冬季出现极端寒潮，气温骤降
太平洋,气象与气候,气候系统,我国季风气候的形成主要与海陆热力性质差异有关、季风气候、我国南方地区出现洪涝灾害
太阳,气象与气候,气候系统,更高、较强、更强、温带季风气候
太阳辐射,气象与气候,气候系统,较强、青藏高原、更高、更强、温带季风气候
季节,气象与气候,气候系统,地中海气候、夏季、更高、炎热干燥、热带雨林气候
季风,气象与气候,气候系统,从陆地吹向海洋、更多、热带雨林气候、热带沙漠气候、热带季风气候、海南岛
季风气候,决策型,题目选项,nan
学科,气象与气候,气候系统,温带海洋性气候全年温和湿润
定义,锚点词,气候要素,温带海洋性气候全年温和湿润
容易,气象与气候,气候系统,暴雨、海拔较低的沿海平原
寒冷,气象与气候,气候系统,旱地农业、北极圈附近、热带雨林地区、夏季、我国北方地区冬季寒冷干燥主要受西北风影响、冰原气候、较大、全年寒冷，植被以苔原为主、海南岛、温带季风气候
寒冷干燥,决策型,题目选项,nan
寒带,气象与气候,气候系统,降雪、北极圈附近、温带海洋性气候、冰原气候、全年寒冷，植被以苔原为主、温带地区
寒带冰原气候,决策型,题目选项,nan
寒带地区,决策型,题目选项,nan
寒带气候,决策型,题目选项,nan
寒带苔原,决策型,题目选项,nan
寒流,锚点词,气候要素,降水丰富
寒潮,锚点词,气候要素,某地区冬季出现极端寒潮，气温骤降
对应,锚点词,气候要素,温带季风气候
对流,锚点词,气候要素,对流雨
对流雨,锚点词,气候要素,对流雨
导致,气象与气候,气候系统,海拔较低的沿海平原、全球降水普遍减少、气温升高、陆地、燃烧煤炭，石油等化石燃料、更高、我国南方地区出现洪涝灾害、某地区冬季出现极端寒潮，气温骤降、非洲撒哈拉沙漠、从山麓到山顶，降水先增多后减少
小时,锚点词,气候要素,暴雨
小雨,锚点词,气候要素,暴雨
小麦,决策型,题目选项,nan
少雨,气象与气候,气候系统,亚热带季风气候、地中海气候、不结冰、热带沙漠气候、水稻、海南岛
居住,锚点词,气候要素,较大
属于,气象与气候,气候系统,旱地农业、适合种植耐旱作物，且瓜果甜度高、亚热带季风气候、非洲北部、南美洲东南部、欧洲西部、不结冰、某地区冬季出现极端寒潮，气温骤降、全球降水普遍减少、水稻、油橄榄
山地,决策型,气候系统,寒冷干燥、平原、温带落叶阔叶林、更高、更多、降水丰富、8℃、A山地
山地地区,决策型,题目选项,nan
山地气候,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林
山坡,锚点词,气候要素,更多
山脉,气象与气候,气候系统,更多、亚热带季风气候
山腰,锚点词,气候要素,温带落叶阔叶林
山顶,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林、寒冷干燥、8℃
山麓,气象与气候,气候系统,从山麓到山顶，降水先增多后减少、温带落叶阔叶林、寒冷干燥、8℃
岛屿,决策型,题目选项,nan
岩石,锚点词,气候要素,热带雨林地区
崩解,锚点词,气候要素,热带雨林地区
差值,气象与气候,气候系统,14:00、温带地区、内陆地区
差异,气象与气候,气候系统,亚热带季风气候、陆地、温带海洋性气候、从陆地吹向海洋、季风气候、我国季风气候的形成主要与海陆热力性质差异有关、冰原气候、热带沙漠气候、没有、从山麓到山顶，降水先增多后减少、热带季风气候、温带季风气候
带来,气象与气候,气候系统,夏季风强盛的年份、中纬度大陆西岸、我国南方地区的降水主要受夏季风影响、4-9月、锋面雨、我国北方地区冬季寒冷干燥主要受西北风影响、非洲撒哈拉沙漠、南北纬30°-60°之间、温带海洋性气候的形成主要受西风带和洋流影响
常见,气象与气候,气候系统,我国南方地区出现洪涝灾害、温带季风气候
干季,气象与气候,气候系统,热带草原、夏季
干旱,气象与气候,气候系统,我国西北地区的干旱主要是因为远离海洋，降水稀少、适合种植耐旱作物，且瓜果甜度高、夏季风强盛的年份
干湿,气象与气候,气候系统,热带草原、热带季风气候
干燥,气象与气候,气候系统,旱地农业、北极圈附近、热带雨林地区、地中海气候、南美洲东南部、全年炎热干燥、夏季、仙人掌、适合种植耐旱作物，冬季可灌溉种植、我国北方地区冬季寒冷干燥主要受西北风影响、热带沙漠气候、非洲撒哈拉沙漠、较大、海南岛、油橄榄、温带季风气候
平原,决策型,气候系统,平原、不结冰
平均,锚点词,气候要素,温带海洋性气候全年温和湿润
平坦,气象与气候,气候系统,平原、冬冷夏热，降水稀少
年份,锚点词,气候要素,夏季风强盛的年份
年温差大,气象与气候,,
引发,气象与气候,气候系统,暴雨、夏季风强盛的年份
强度,锚点词,气候要素,暴雨
强弱,气象与气候,气候系统,青藏高原、较强、夏季风强盛的年份
强烈,锚点词,气候要素,热带雨林地区
强盛,锚点词,气候要素,夏季风强盛的年份
形成,气象与气候,气候系统,对流雨、我国南方地区的降水主要受夏季风影响、冷锋、更多、4-9月、降水集中在夏季、非洲撒哈拉沙漠、南北纬30°-60°之间、A山地、连续性阴雨天气、降雪、夏季、锋面雨、我国季风气候的形成主要与海陆热力性质差异有关、热带沙漠气候、全年炎热干燥、从陆地吹向海洋、暖锋、降水丰富、没有
影响,气象与气候,气候系统,寒冷干燥、适合种植耐旱作物，且瓜果甜度高、亚热带季风气候、甘蔗、温带海洋性气候、我国南方地区的降水主要受夏季风影响、季风气候、冷锋、全球降水普遍减少、欧洲西部、海南岛、气温升高、热带雨林地区、夏季风强盛的年份、更高、更多、4-9月、内陆地区、降水集中在夏季、较小、冬冷夏热，降水稀少、南北纬30°-60°之间、连续性阴雨天气、中纬度大陆西岸、陆地、平原、锋面雨、适合种植耐旱作物，冬季可灌溉种植、温带海洋性气候全年温和湿润、热带沙漠气候、某地区冬季出现极端寒潮，气温骤降、海拔较低的沿海平原、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带季风气候、温带海洋性气候的形成主要受西风带和洋流影响、较强、全年炎热干燥、西北内陆地区、我国南方地区出现洪涝灾害、降水丰富、没有、热带季风气候、较大、8℃
微弱,气象与气候,气候系统,降雪、热带雨林地区
必要条件,锚点词,气候要素,降水丰富
性质,气象与气候,气候系统,陆地、从陆地吹向海洋、季风气候、我国季风气候的形成主要与海陆热力性质差异有关、没有
情况,锚点词,气候要素,14:00
成因,气象与气候,气候系统,降雪、中纬度大陆西岸、非洲北部、燃烧煤炭，石油等化石燃料、我国南方地区的降水主要受夏季风影响、我国季风气候的形成主要与海陆热力性质差异有关、我国北方地区冬季寒冷干燥主要受西北风影响、我国西北地区的干旱主要是因为远离海洋，降水稀少、温带海洋性气候的形成主要受西风带和洋流影响
我国北方地区冬季寒冷干燥与夏季风有关,决策型,题目选项,nan
我国北方地区冬季寒冷干燥主要受西北风影响,决策型,题目选项,nan
我国北方地区冬季降水较多,决策型,题目选项,nan
我国北方地区出现严重干旱,决策型,题目选项,nan
我国南方地区出现洪涝灾害,决策型,题目选项,nan
我国南方地区的降水主要受夏季风影响,决策型,题目选项,nan
我国南方地区的降水主要来自陆地,决策型,题目选项,nan
我国南方地区的降水集中在冬季,决策型,题目选项,nan
我国季风气候主要分布在西北内陆地区,决策型,题目选项,nan
我国季风气候的形成与气压带风带移动无关,决策型,题目选项,nan
我国季风气候的形成主要,气象与气候,,
我国季风气候的形成主要与海陆热力性质差异有关,决策型,题目选项,nan
我国西北地区的干旱与地形无关,决策型,题目选项,nan
我国西北地区的干旱主要是因为受副热带高气压带控制,决策型,题目选项,nan
我国西北地区的干旱主要是因为远离海洋,气象与气候,,
我国西北地区的干旱主要是因为远离海洋，降水稀少,决策型,题目选项,nan
抬升,气象与气候,气候系统,降水丰富、对流雨、A山地
排放,气象与气候,气候系统,燃烧煤炭，石油等化石燃料、全球降水普遍减少
接受,锚点词,气候要素,更高
控制,气象与气候,气候系统,连续性阴雨天气、全年炎热干燥、地中海气候、非洲北部、南美洲东南部、夏季、炎热干燥、我国北方地区冬季寒冷干燥主要受西北风影响、热带沙漠气候、非洲撒哈拉沙漠
描述,锚点词,气候要素,全年寒冷，植被以苔原为主
撒哈拉沙漠,决策型,题目选项,nan
改变,气象与气候,气候系统,亚热带季风气候、冷锋
断流,决策型,题目选项,nan
方向,锚点词,气候要素,更多
方法,锚点词,气候要素,热带雨林气候
方面,气象与气候,气候系统,甘蔗、寒冷干燥
无法,锚点词,气候要素,仙人掌
日出,锚点词,气候要素,14:00
日落,锚点词,气候要素,14:00
日较差,锚点词,气候要素,内陆地区
旱地农业,决策型,题目选项,nan
时间,气象与气候,气候系统,14:00、甘蔗、4-9月
旺盛,气象与气候,气候系统,降水集中在夏季、我国西北地区的干旱主要是因为远离海洋，降水稀少
明显,气象与气候,气候系统,亚热带季风气候、平原、温带海洋性气候、温带落叶阔叶林、我国南方地区的降水主要受夏季风影响、冷锋、热带沙漠气候、温带季风气候、从山麓到山顶，降水先增多后减少、热带季风气候、A山地
春季,决策型,题目选项,nan
是从,锚点词,气候要素,更强
是否,锚点词,气候要素,没有
显著,气象与气候,气候系统,热带雨林地区、季风气候、我国季风气候的形成主要与海陆热力性质差异有关、较大、海南岛、8℃、温带季风气候
普遍,锚点词,气候要素,平原
晴天,气象与气候,气候系统,青藏高原、较强
暖流,气象与气候,气候系统,降水丰富、温带海洋性气候的形成主要受西风带和洋流影响
暖湿气流,气象与气候,气候系统,亚热带季风气候、夏季风强盛的年份、中纬度大陆西岸、我国南方地区的降水主要受夏季风影响、更多、4-9月、锋面雨、降水丰富、降水集中在夏季、南北纬30°-60°之间、温带海洋性气候的形成主要受西风带和洋流影响
暖空气,锚点词,气候要素,暖锋
暖锋,决策型,气候系统,暖锋、冷锋
暴雨,决策型,气候系统,暴雨、某地区冬季出现极端寒潮，气温骤降
暴雨、雷电天气,决策型,题目选项,nan
更低,决策型,题目选项,nan
更多,决策型,题目选项,nan
更少,决策型,题目选项,nan
更弱,决策型,题目选项,nan
更强,决策型,题目选项,nan
更高,决策型,题目选项,nan
最低,锚点词,气候要素,温带地区
最低值,锚点词,气候要素,14:00
最低气温,锚点词,气候要素,内陆地区
最大,气象与气候,气候系统,我国季风气候的形成主要与海陆热力性质差异有关、更多
最强,锚点词,气候要素,青藏高原
最高,气象与气候,气候系统,温带地区、内陆地区
最高值,锚点词,气候要素,14:00
月均,锚点词,气候要素,温带地区
有关,气象与气候,气候系统,较强、平原、青藏高原、内陆地区、我国南方地区出现洪涝灾害、非洲撒哈拉沙漠、A山地
有，主要分布在东南沿海地区,决策型,题目选项,nan
有，主要分布在西北内陆地区,决策型,题目选项,nan
条件,气象与气候,气候系统,降水丰富、甘蔗
来源,锚点词,气候要素,青藏高原
来自,锚点词,气候要素,夏季风强盛的年份
杨树,决策型,题目选项,nan
极低,决策型,题目选项,nan
极地,气象与气候,气候系统,南北纬30°附近、气温升高
极端,锚点词,气候要素,某地区冬季出现极端寒潮，气温骤降
极端暴雨天气增多,决策型,题目选项,nan
某地区全年温和湿润,决策型,题目选项,nan
某地区冬季出现极端寒潮,气象与气候,,
某地区冬季出现极端寒潮，气温骤降,决策型,题目选项,nan
某地区夏季正常降雨,决策型,题目选项,nan
树叶,锚点词,气候要素,夏季
树叶茂盛,锚点词,气候要素,夏季
核心,气象与气候,气候系统,温带海洋性气候全年温和湿润、海南岛
根本,锚点词,气候要素,温带季风气候
格陵兰岛,锚点词,气候要素,全年寒冷，植被以苔原为主
梅雨,锚点词,气候要素,连续性阴雨天气
植树造林,决策型,题目选项,nan
植被,气象与气候,气候系统,旱地农业、北极圈附近、温带落叶阔叶林、夏季、仙人掌、亚马孙平原、热带草原、热带雨林气候、冰原气候、全年寒冷，植被以苔原为主、水稻、油橄榄、温带季风气候
植被以苔原为主,气象与气候,,
植被破坏,决策型,题目选项,nan
樟树,决策型,题目选项,nan
欧洲,锚点词,气候要素,欧洲西部
欧洲西部,决策型,题目选项,nan
比热容,气象与气候,气候系统,温带大陆性气候的冬冷夏热，年温差大、较小
