关键字,分类,上级,下级
WTO谈判,人文,WTO,多哈回合、部长级会议、谈判小组
WorldView,技术,卫星遥感,
pH传感器,技术,水质传感器,
《京都议定书》,气候,气候变化政策,
《巴黎协定》,气候,气候变化政策,
《联合国气候变化框架公约》,气候,气候变化政策,UNFCCC
一个地球生活,环境,生物承载力,
一体化健康,环境,行星健康,One Health
一带一路,人文,区域经济学,丝绸之路经济带、21世纪海上丝绸之路
一氧化碳,环境,大气污染,
一级阶地,地貌,阶地,
七大洲,区域,世界地理,亚洲、欧洲、北美洲、南美洲、非洲、大洋洲、南极洲
三叠纪,地球系统,中生代,
三圈环流模式,气候,大气环流模式,
三峡,地貌,峡谷,
三氟化氮,环境,氟化气体,
三级阶梯,地貌,地势,第一级阶梯、第二级阶梯、第三级阶梯
三线一单,环境,主体功能区,
三维场景,技术,数据可视化,
三维建模,技术,摄影测量,
三维数据,技术,空间数据,三维模型、点云数据、倾斜摄影
三维激光扫描,技术,激光雷达,
三胞环流模式,气候,大气环流模式,
三角定位,技术,GPS原理,
三角洲,地貌,河口地貌,尼罗河三角洲、密西西比河三角洲
三角洲平原,地貌,平原,长江三角洲、珠江三角洲
上升流,海洋,海水运动,
上学难,人文,城市问题,
上弦月,天体系统,月相变化,
上盘,地貌,断盘,
上诉机构,人文,争端解决机制,法律审查、最终裁决、90天期限
上诉机构瘫痪,人文,多边贸易体制危机,美国阻止法官任命、2019年12月后停止运作
下列,指示词,,以下、如下
下弦月,天体系统,月相变化,
下沉增温作用,气候,地形对气候影响,
下盘,地貌,断盘,
下蚀,地貌,河流侵蚀,
下降流,海洋,海水运动,
不可逆性,气候,气候变化,
专业化型,人文,区位类型,
专业商业街,人文,商业区,
专家组,人文,争端解决机制,事实认定、法律适用、建议提出
专属经济区,人文,海洋权益,EEZ
专门理事会,人文,世界贸易组织结构,货物贸易理事会、服务贸易理事会、知识产权理事会
专项规划,人文,城市规划,
专题地图,技术,数据可视化,
世界卫生组织,人文,国际卫生组织,
世界地理,区域,,亚洲、欧洲、非洲、北美洲、南美洲、大洋洲、南极洲
世界地理分区,区域,世界地理,欧洲地区、亚洲地区、北美地区、南美地区、非洲地区、大洋洲地区
世界城市,人文,城市类型,
世界宗教,人文,宗教学,基督教、伊斯兰教、佛教、印度教、犹太教
世界屋脊,地貌,青藏高原,
世界文化遗产,人文,物质文化遗产,
世界气象组织,人文,国际气象组织,
世界海关组织,人文,国际组织,WCO、海关协调、简化程序
世界经济,经济地理,全球化,发达国家、发展中国家
世界贸易组织,人文,国际组织,
世界贸易组织结构,人文,WTO,部长级会议、总理事会、专门理事会、委员会
世界遗产,环境,农业地理,
世界银行,人文,国际组织,
世贸组织原则,人文,WTO,非歧视原则、市场开放原则、公平贸易原则、透明度原则
丘陵,地貌,地形,黄土丘陵、东南丘陵
丘陵地形,地貌,地形分类,起伏缓和、坡度较小、相对高度较小
东亚,区域,亚洲,中国、日本、朝鲜、韩国、蒙古
东京,人文,全球城市,
东京都市圈,人文,都市圈,
东北信风,气候,信风带,
东北地区,区域,区域,重工业基地、农业基地
东北平原,地貌,平原,
东北振兴,人文,区域发展,
东南亚,区域,亚洲,马来群岛、中南半岛
东南亚国家联盟,人文,国际组织,
东南信风,气候,信风带,
东太平洋海隆,地球系统,海岭,
东太平洋表层海水异常增温,气候,厄尔尼诺现象,
东太平洋表层海水异常降温,气候,拉尼娜现象,
东欧,区域,欧洲,俄罗斯、波兰、乌克兰
东海,海洋,边缘海,
东盟,人文,区域经济一体化,
东部地区,区域,区域,沿海开放、经济发达、以平原为主
东部多平原,地貌特征,地形分布,华北平原、长江中下游平原、东北平原
东部率先,人文,区域发展,
东非,区域,非洲,埃塞俄比亚、肯尼亚、坦桑尼亚
东非大裂谷,地球系统,裂谷,
东非高原,地貌,高原,
东风波,气候,气压系统,
丝绸之路经济带,人文,一带一路,
个体交通,人文,城市交通,步行、自行车、私家车
个体传感器,技术,生物传感器,
个性化健康,学科,精准健康,
中亚,区域,亚洲,哈萨克斯坦、乌兹别克斯坦
中南半岛,区域,东南亚,
中国,区域,亚洲,西部地区、中部地区、东部地区、东北地区
中国,区域,亚洲,华北、东北、华东、华中、华南、西南、西北
中国台风,气候,中国气象灾害,
中国地形,区域,中国地理,中国山脉、中国高原、中国平原、中国盆地
中国地理,区域,区域地理,中国地形、中国气候、中国河流、中国行政区
中国地理分区,区域,中国地理,北方地区、南方地区、西北地区、青藏地区
中国山脉,区域,中国地形,喜马拉雅山脉、昆仑山脉、天山山脉、秦岭、大兴安岭
中国干旱,气候,中国气象灾害,
中国平原,区域,中国地形,东北平原、华北平原、长江中下游平原
中国暴雨,气候,中国气象灾害,
中国气候,区域,中国地理,季风气候、大陆性气候
中国气候变化影响,气候,气候变化区域影响,华北地区、东北地区、华南地区、西北地区
中国气象灾害,气候,气象灾害,中国台风、中国暴雨、中国干旱、中国雪灾
中国河流,区域,中国地理,长江、黄河、珠江、松花江
中国盆地,区域,中国地形,塔里木盆地、准噶尔盆地、柴达木盆地、四川盆地
中国绿建三星,建筑,绿色建筑评价,三星级、二星级、一星级
中国行政区,区域,中国地理,省级行政区、地级行政区、县级行政区
中国雪灾,气候,中国气象灾害,
中国高原,区域,中国地形,青藏高原、内蒙古高原、黄土高原、云贵高原
中大西洋脊,地球系统,岩石圈断裂带,
中子星,天体系统,恒星,
中层水,海洋,海水分层,
中山,地貌,山地地形,海拔500-1000米
中心位置,人文,服务业区位,
中心商务区,人文,商业区,
中心地,人文,中心地理论,
中心地理论,人文,城市地理学,
中心服务,人文,服务业区位论,
中性海岸线,地貌,海岸线类型,相对稳定
中期变化,气候,气候变化时间尺度,
中源地震,地貌,震源深度,
中生代,地球系统,地质年代,三叠纪、侏罗纪、白垩纪
中等城市,人文,城市,
中部地区,区域,区域,承东启西、人口稠密
中部崛起,人文,区域发展,
中间层,地球系统,大气层,
中非,区域,非洲,刚果民主共和国、喀麦隆
临界点,气候,气候变化,
临空经济,人文,产业结构,
丹麦,区域,北欧,
主体功能区,人文,区域发展,
主峰,地貌,山峰,
主干道,人文,城市道路,
主序星,天体系统,恒星,
主要,修饰词,,重要、关键、核心
主要任务,人文,国际组织,
主要作用,人文,国际组织,
主要国家,区域,世界地理,中国、美国、俄罗斯、印度、巴西、澳大利亚
主要地形,地貌,西部地区,高原、盆地
主要目标,人文,国际组织,
主要粮食作物分布,人文,粮食作物,水稻分布、小麦分布、玉米分布、薯类分布
主要职能,人文,国际组织,基本职能、核心功能、重要作用
义务承诺,人文,WTO成员资格,关税减让、服务开放、法律调整
乌克兰,区域,东欧,
乌兹别克斯坦,区域,中亚,
乌拉圭回合,人文,GATT,WTO成立协议、马拉喀什协议、1986-1994年
习俗同化,人文,文化同化,
乡村振兴,人文,农业地理,
乡村旅游,人文,旅游业,
争端解决机制,人文,WTO,磋商、专家组、上诉机构、执行监督
事件归因,气候,气候极端事件归因,
二叠纪,地球系统,古生代,
二氧化硫,环境,大气污染,
二氧化碳,环境,温室气体,
二氧化碳浓度,环境,温室气体,
二级阶地,地貌,阶地,
云反馈,气候,气候反馈,
云计算,技术,计算机科学,
云计算产业,人文,产业结构,
云计算遥感,技术,遥感应用,
云贵高原,地貌,高原,
互作组,技术,物种识别传感器,
互联网,技术,通信网络,
互联网产业,人文,产业结构,
亚太经合组织,人文,国际组织,
亚寒带针叶林,生物,森林,
亚洲,区域,世界地理,东亚、东南亚、南亚、西亚、中亚
亚洲冬季风,气候,季风,
亚洲地区,区域,世界地理分区,东亚、东南亚、南亚、西亚、中亚
亚洲夏季风,气候,季风,
亚洲季风环流,气候,季风环流,
亚热带季风,气候,季风气候,
亚热带季风气候,气候,亚热带气候,夏热冬温、雨热同期
亚热带季风气候区,气候,亚热带气候,
亚热带常绿阔叶林,生物,森林,
亚热带气候,气候,气候类型,亚热带季风气候、地中海气候
亚热带气候区,气候,气候区域,
亚热带湿润气候区,气候,亚热带气候,
亚马孙盆地,地貌,构造盆地,
亚马逊森林消失,气候,气候临界点,
交通,人文,,铁路、公路、水运、航空
交通便利,人文,服务业区位,
交通区位,交通地理,交通运输,地理位置、经济腹地
交通因素,人文,工业区位因素,
交通图,技能,地图类型,交通线路图、交通枢纽图
交通地理,人文,经济地理,交通运输方式、交通运输网络、交通运输发展
交通地理学,学科,经济地理学,
交通堵塞,人文,城市问题,
交通导航,技术,地理信息系统应用,
交通拥堵,人文,城市问题,
交通条件,人文,经济因素,
交通枢纽,人文,交通运输网络,
交通枢纽图,技能,交通图,
交通管理,技术,GIS应用,
交通线,人文,交通运输网络,
交通线路图,技能,交通图,
交通绿色转型,气候,气候变化减缓策略,
交通网密度,人文,交通运输网络,
交通职能,人文,城市职能,
交通要道,人文,军事地理,
交通运输,交通地理,,运输方式、运输网络、交通枢纽
交通运输发展,人文,交通地理,
交通运输方式,人文,交通地理,铁路运输、公路运输、水路运输、航空运输、管道运输
交通运输网络,人文,交通地理,交通线、交通枢纽、交通网密度
产业升级,人文,区域经济学,
产业园区,人文,产业结构,
产业基地,人文,产业结构,
产业生态,人文,产业结构,
产业结构,人文,区域经济学,第一产业、第二产业、第三产业
产业转移,人文,区域经济学,
产业链,人文,产业结构,
产业集群,人文,区域经济学,
京津冀协同发展,人文,产业结构,
京津冀城市群,人文,城市群,
人为因素,环境,人类世,
人口,人文,,人口分布、人口增长、人口迁移
人口倒挂,人文,人口结构,
人口分布,人文,人口,
人口分布不均,人文,人口分布,
人口分布图,技能,人口图,
人口图,技能,地图类型,人口密度图、人口分布图
人口地理,人文,人文地理,人口分布、人口增长、人口结构、人口迁移
人口地理学,学科,人文地理学,
人口城镇化,人文,人口地理,
人口增长,人文,人口,
人口增长模式,人文,人口增长,原始型、传统型、现代型
人口增长率,人文,人口数量,
人口学,学科,社会学,人口统计、人口预测、人口政策
人口容量,人文,人口学,环境人口容量
人口密度,人文,人口分布,
人口密度图,技能,人口图,
人口承载力,人文,人口地理,资源承载力、环境承载力、社会承载力
人口拐点,人文,人口地理,
人口政策,人文,人口学,
人口数量,人文,人口地理,人口规模、人口密度、人口增长率
人口普查,人文,人口统计,
人口更替水平,人文,人口增长,
人口波动,人文,人口增长,
人口流,人文,区域经济联系,
人口流动,人口,人口迁移,流入地、流出地、推拉因子
人口登记,人文,人口统计,
人口稀疏区,人文,人口分布,
人口稠密区,人文,人口分布,
人口红利,人文,人口学,
人口结构,人文,人口地理,年龄结构、性别结构、职业结构
人口统计,人文,人口地理,人口普查、抽样调查、人口登记
人口老龄化,人文,人口学,
人口老龄化问题,人文,人口问题,养老服务不足、劳动力短缺、医疗负担增加、养老金压力
人口规模,人文,人口数量,
人口负债,人文,人口地理,
人口负增长,人文,人口增长,
人口质量,人文,人口地理,健康水平、教育水平、素质结构
人口转变理论,人文,人口增长,
人口转变阶段,人文,人口转变理论,高出生高死亡、高出生低死亡、低出生低死亡
人口转型,人文,人口学,人口转变理论
人口迁移,人文,人口,
人口迁移类型,人文,人口迁移,经济型迁移、政治型迁移、环境型迁移、社会型迁移
人口过剩,人文,人口问题,
人口问题,人文,人口地理,人口过剩、人口老龄化、性别比失衡
人口集中区,人文,人口分布,
人口预测,人文,人口地理,趋势外推法、队列组成法、系统动力学模型
人员,技术,GIS组成,
人地协调观,学科,地理核心素养,
人均GDP,人文,宏观经济学,
人工岛,技术,海洋工程,
人工智能,技术,,机器学习、深度学习、神经网络
人工智能产业,人文,产业结构,
人工智能基础设施,技术,新基建,
人工智能遥感,技术,遥感应用,
人才链,人文,产业结构,
人文地理,人文,,人口地理、城市地理、经济地理、文化地理
人文地理学,学科,地理学科,人口地理学、文化地理学、政治地理学
人文地理差异,区域,区域地理差异,
人文地理特征,学科,地理国情认知,
人文环境,环境,,人口、城市、交通、经济
人文边界,人文,边界类型,
人文过程,地理过程,地理过程,城市化过程、工业化过程、现代化过程
人的城镇化,人文,新型城镇化,
人类世,环境,地球边界,Anthropocene
人类主导,环境,人类世,
人类压力,环境,人类世,
人类干扰,环境,人类世,
人类影响,环境,人类世,
人类改造,环境,人类世,
人类活动,环境,人类世,
人类足迹,环境,人类世,
人道主义合作,人文,国际合作,
从价税,人文,关税征收方式,按商品价值百分比征收
从量税,人文,关税征收方式,按商品数量征收
代表性浓度路径,气候,气候情景,RCP
代谢组,技术,物种识别传感器,
以平原为主,地貌特征,东部地区,平原分布广
价值链,人文,产业结构,
企业家,人文,工业生产要素,
伊斯兰教,人文,世界宗教,逊尼派、什叶派
伊朗高原,区域,西亚,
伏流,地貌,河流类型,
休眠火山,地貌,火山,
休闲农业,人文,农业地理,
休闲度假型,人文,旅游地分类,
优势产业区,农业,区域农业布局,
优化开发区域,人文,主体功能区,
优惠税率,人文,关税税率,特惠关税、区域贸易协定税率、单边优惠
会展经济,人文,产业结构,
传感器监测,农业,农业物联网,气象监测、土壤监测、作物监测
传感器网络,技术,物联网监测,
传染病流行病学,学科,流行病学,
传统农业,人文,农业生产方式,
传统农业景观,人文,农业文化景观,
传统商业街区,人文,商业文化景观,
传统型,人文,人口增长模式,
传统工业区,人文,工业区,
传统技艺,人文,非物质文化遗产,
传统聚落,人文,文化地理,村落形态、民居类型、空间布局
传统能源向清洁能源转变,资源,能源转型,
传统节庆,人文,非物质文化遗产,
传统音乐舞蹈,人文,非物质文化遗产,
伦敦,人文,全球城市,
伽利略卫星,技术,卫星导航,
伽利略系统,技术,卫星导航,
位移,技术,地图综合,
位置传感器,技术,智能传感器,
位置分析,技能,空间分析,
低出生低死亡,人文,人口转变阶段,
低层急流,气候,高空急流,
低山,地貌,山地地形,海拔200-500米
低气压,气候,气压,气旋、上升气流
低碳农业,环境,农业地理,
低碳发展,环境,可持续发展模式,
低碳城市,人文,城市地理,
低碳旅游,环境,旅游业,
低碳经济,环境,可持续发展模式,
低空旅游,人文,旅游业,
住宅区,人文,城市功能区,
住房保障,人文,城市地理,
住房短缺,人文,城市问题,
住房紧张,人文,城市问题,
住房重建,灾害,灾后重建,
体育产业,人文,产业结构,
体育旅游,人文,旅游业,
体育设施,人文,城市地理,
佛教,人文,世界宗教,南传佛教、北传佛教、藏传佛教
作物种质资源,农业,农业种质资源,
侏罗纪,地球系统,中生代,
供应链,人文,产业结构,
供气系统,人文,城市地理,
供水系统,人文,城市地理,
供热系统,人文,城市地理,
供电系统,人文,城市地理,
供给服务,环境,生态系统服务,
供给服务价值,环境,生态系统服务价值,
侧扫声纳,技术,海洋测量,
侧碛垄,地貌,冰川地貌,
侧蚀,地貌,河流侵蚀,
侵蚀作用,地貌,外力作用,水蚀、风蚀、冰蚀
侵蚀盆地,地貌,盆地,
俄罗斯,区域,欧洲,
保守边界,地球系统,板块边界,转换断层
保护性关税,人文,关税,
保护效应,人文,关税效应,保护国内产业、降低进口竞争
保护生物学,学科,生态学,
保税区,人文,区域经济学,
保税物流园区,人文,产业结构,
保障措施,人文,贸易救济措施,进口激增、暂时性限制、结构调整
保障机制,人文,,
信号传输,技术,GPS定位原理,
信息产业,人文,产业结构,
信息化,技术,计算机科学,
信息发布,气候,极端天气事件预警,
信息服务,人文,生产性服务业,
信息服务业,人文,服务业,
信息流,人文,区域经济联系,
信息集成,建筑,BIM技术,
信风带,气候,风带,东北信风、东南信风
修复技术,人文,文化遗产保护,
俯冲带,地球系统,聚合边界,
倒春寒,气候,极端天气,
倾斜摄影测量,技术,摄影测量,
倾销调查,人文,反倾销措施,倾销幅度、损害调查、因果关系
假日经济,人文,产业结构,
停滞期,旅游,旅游生命周期,
停车难,人文,城市问题,
健康产业,人文,产业结构,
健康影响,气候,气候变化影响,
健康水平,人文,人口质量,
健康适应,气候,气候变化适应措施,
储氢技术,资源,氢能源,
储能技术,技术,新能源,电池储能、抽水蓄能、压缩空气储能
储运环节,农业,农产品供应链,
儿童健康流行病学,学科,流行病学,
充电设施,技术,新能源汽车,
光化学反应,环境,大气化学,
光合作用传感器,技术,植物传感器,
光学传感器,技术,遥感传感器,
光纤通信,技术,计算机科学,
光解水,技术,氢能源,
克拉通,地球系统,岩石圈构造单元,华北克拉通、塔里木克拉通
克里金法,技术,空间插值,普通克里金、通用克里金、协同克里金
免疫传感器,技术,生物传感器,
入侵生态学,学科,保护生物学,
入境旅游,旅游,旅游市场,外国游客旅游、港澳台游客旅游
全国碳市场,环境,碳交易,
全域旅游,人文,旅游业,
全息组,技术,物种识别传感器,
全新世,地球系统,第四纪,
全日潮,海洋,潮汐类型,
全氟化碳,环境,氟化气体,PFCs
全球价值链,人文,工业地理,
全球价值链重构,人文,贸易战,供应链调整、近岸外包、产业转移
全球健康,学科,公共健康,
全球化,人文,,经济全球化、文化全球化、政治全球化
全球变暖,环境,大气环境问题,温室效应、温室气体
全球变暖潜能值,气候,温室效应,GWP
全球城市,人文,城市类型,纽约、伦敦、东京、巴黎
全球大气环流,气候,大气运动,哈德利环流、费雷尔环流、极地环流
全球季风系统,气候,季风,
全球定位系统,技术,地理信息技术,GPS原理、GPS组成、GPS应用
全球尺度,气候,气候变化空间尺度,
全球性环境问题,环境,环境问题,臭氧层破坏、全球变暖、海洋污染、生物多样性锐减
全球气候变化,气候,拉尼娜现象,
全球气候变暖影响,环境,气候变化,冰川消融、海平面上升、生物多样性减少、极端气候事件增加
全球气候异常,气候,厄尔尼诺现象,
全球气候模型,气候,气候模型,
全球气候模式,气候,气候模式,GCM
全球治理,人文,国际关系,
全球生产网络,人文,工业地理,
全球生态学,学科,宏观生态学,
全生命周期健康,学科,流行病学,
全生命周期管理,建筑,BIM技术,
公共交通,人文,城市交通,公共汽车、城市轨道交通、水上交通
公共交通不足,人文,城市交通问题,
公共健康,学科,环境健康,
公共外交,人文,国际关系,
公共服务,人文,城市地理,
公共服务业,人文,服务业分类,教育服务、医疗服务、文化服务、行政服务
公共汽车,人文,公共交通,
公园,人文,绿地,
公平性原则,环境,可持续发展原则,
公平贸易原则,人文,世贸组织原则,反倾销、反补贴、保障措施
公路,人文,交通,
公路运输,人文,交通运输方式,
公转,天文地理,地球运动,四季变化、昼夜长短变化
六氟化硫,环境,氟化气体,
共享发展,环境,可持续发展模式,
共享社会经济路径,气候,气候情景,SSP
共享经济,人文,经济学,
共同但有区别的责任,气候,气候变化国际谈判,
共同市场,人文,国际组织,
共同性原则,环境,可持续发展原则,
关税,人文,商业地理,进口关税、出口关税、保护性关税、财政关税
关税与贸易总协定,人文,多边贸易体制,GATT
关税优惠,人文,国际贸易,
关税减免,人文,国际贸易,
关税减免政策,人文,国际贸易,
关税减让,人文,贸易自由化,
关税分类体系,人文,关税,协调制度、税则号列、关税税率表
关税同盟,人文,国际组织,
关税壁垒,人文,贸易壁垒,
关税征收方式,人文,关税,从价税、从量税、复合税、选择税
关税报复,人文,贸易战,互征关税、升级螺旋、经济损害
关税政策,人文,商业地理,关税减免、关税壁垒、关税同盟、关税配额
关税效应,人文,关税,保护效应、财政效应、贸易条件效应、收入分配效应
关税税率表,人文,关税分类体系,约束税率、实施税率、优惠税率
关税配额,人文,关税政策,
关联分析,技能,空间分析,
养殖渔业,人文,渔业,
养老产业,人文,产业结构,
养老服务,人文,城市地理,
养老服务不足,人文,人口老龄化问题,
养老金压力,人文,人口老龄化问题,
养老问题,人文,人口老龄化,
兽药残留,农业,农产品质量安全,
内力作用,地貌,,地震、火山、褶皱、断层
内太阳系,天体系统,太阳系结构,类地行星
内核,地球系统,地核,
内河运输,人文,水路运输,
内流河,地球系统,河流,
内蒙古高原,地貌,高原,
内部变率,气候,气候变率,
内部经济,人文,产业结构,
冈底斯造山带,地球系统,喜马拉雅造山运动,
冈瓦纳大陆,地球系统,超大陆,
再城市化,人文,人口学,
军事合作,人文,国际合作,
军事地理,人文,政治地理,
军事地理学,学科,地理学科,
农业,人文,,种植业、畜牧业、林业、渔业
农业产业化,人文,农业地理,
农业产业化经营,农业,农业经济,龙头企业、合作社、家庭农场、订单农业
农业产业链,人文,农业地理,
农业企业,人文,农业生产组织,
农业信息化,人文,农业地理,
农业分布,人文,农业地理,
农业功能区,人文,农业区划,
农业区位,人文,农业地理,区位因素、区位类型、区位优化
农业区位租金,人文,农业区位论,
农业区位租金理论,人文,农业区位论,
农业区位论,人文,农业区位,孤立国理论、农业区位租金理论
农业区划,人文,农业地理,农业生产区域、农业类型区、农业功能区
农业区域规划,农业,区域农业布局,
农业发展,人文,农业地理,
农业可持续发展,人文,农业地理,
农业合作社,人文,农业地理,
农业品牌化,人文,农业地理,
农业品种调整,气候,气候变化适应策略,
农业园区,人文,农业地理,
农业地域分异,人文,农业地理,水平地域分异、垂直地域分异
农业地理,人文,经济地理,农业类型、农业分布、农业发展
农业地理学,学科,经济地理学,
农业干旱,灾害,干旱类型,
农业影响,气候,气候变化影响,
农业技术推广,人文,农业地理,
农业推广,人文,农业地理,
农业文化景观,人文,文化景观类型,梯田景观、灌溉系统、传统农业景观
农业机器人,农业,智能农机,采摘机器人、除草机器人、嫁接机器人
农业机械化,人文,农业地理,
农业标准化,人文,农业地理,
农业气候区划,人文,农业地理,
农业污染,环境,农业地理,
农业物联网,农业,智慧农业,传感器监测、自动控制、数据分析
农业现代化,人文,农业地理,
农业生产区域,人文,农业区划,
农业生产效率,人文,农业地理,
农业生产方式,人文,农业地理,传统农业、现代农业、有机农业、精准农业
农业生产特点,人文,农业地理,区域性、季节性、多样性、脆弱性
农业生产组织,人文,农业地理,家庭农场、农业合作社、农业企业、农业集团
农业生态系统,人文,农业地理,
农业生态系统服务,农业,农业生态系统,生产服务、调节服务、文化服务、支持服务
农业生物技术,农业,农业科技,基因工程、细胞工程、发酵工程、酶工程
农业监测,技术,遥感应用领域,
农业碳汇,农业,农业生态系统,土壤碳汇、生物质碳汇、林业碳汇
农业示范区,人文,农业地理,
农业种质资源,农业,农业生物资源,作物种质资源、畜禽种质资源、水产种质资源
农业科技,人文,农业地理,
农业科技园区,人文,农业地理,
农业类型,人文,农业地理,种植业、畜牧业、林业、渔业
农业类型区,人文,农业区划,
农业经济学,学科,经济学,
农业结构调整,人文,农业地理,
农业节水,人文,水资源,
农业补贴,人文,补贴,
农业资源利用,人文,农业地理,土地资源、水资源、生物资源
农业适应,气候,气候变化适应措施,
农业集团,人文,农业生产组织,
农产品主产区,人文,主体功能区,
农产品供应链,农业,农产品流通,生产环节、加工环节、储运环节、销售环节
农产品加工,人文,农业地理,
农产品品牌化,人文,农业地理,
农产品市场,人文,农产品流通,
农产品流通,人文,农业地理,
农产品溯源,农业,农产品质量安全,生产记录、流通记录、质量检测
农产品电商,人文,农业地理,
农产品质量安全,农业,农产品,农药残留、兽药残留、重金属超标、微生物污染
农产品贸易,人文,农产品流通,
农村-城市迁移,人文,人口迁移,
农村养老,人文,农业地理,
农村医疗,人文,农业地理,
农村居民旅游,旅游,国内旅游,
农村教育,人文,农业地理,
农村物流,人文,农业地理,
农村环境,环境,农业地理,
农村电商,人文,农业地理,
农村金融,人文,农业地理,
农用地,环境,区域发展,
农膜污染,环境,农业污染,
农药残留,农业,农产品质量安全,
农药污染,环境,土壤污染,
冬季风,气候,季风,
冬至,天体系统,四季变化,
冯·杜能模型,人文,农业区位论,
冰下地形测量,技术,极地测量,
冰冻圈,气候,气候系统组成,
冰冻圈-气候相互作用,气候,气候系统相互作用,
冰凌洪水,灾害,洪水类型,
冰厚测量,技术,冰川测量,
冰原气候,气候,寒带气候,
冰山,海洋,,北极冰山、南极冰山
冰岛,区域,北欧,
冰川侵蚀,地貌,冰蚀,冰川挖蚀、冰川磨蚀
冰川刨蚀,地貌,冰蚀,
冰川前进,环境,冰川,
冰川地貌,现象,地质现象,冰斗、角峰、刃脊、U形谷
冰川学,学科,,山地冰川、大陆冰盖、海冰
冰川挖蚀,地貌,冰川侵蚀,
冰川搬运,地貌,搬运作用,
冰川水,资源,地表水,
冰川沉积,地貌,沉积作用,
冰川测量,技术,极地测量,
冰川海岸,地貌,海岸类型,
冰川消融,环境,冰川,
冰川物质平衡,技术,冰川测量,
冰川石谷,地貌,冰川地貌,
冰川磨蚀,地貌,冰川侵蚀,
冰斗,现象,冰川地貌,
冰架,地貌,冰川,
冰盖,地貌,冰川,格陵兰冰盖、南极冰盖
冰碛物,地貌,冰川沉积,
冰缘地貌,地貌,冰川地貌,
