关键字,分类,上级,下级
但“地表起伏程度”是更综合的差异,地形与地貌,地表起伏程度,
但河网密度不及长江中下游平原,地形与地貌,长江中下游平原,
但起伏程度远小于山地,地形与地貌,丘陵海拔高于平原，地表起伏小于山地,
但适合发展林业,地形与地貌,地表崎岖，不利于农业机械化，适合发展林业和畜牧业,
位于板块交界处,地形与地貌,位于板块交界处，地壳活跃,
位于板块交界处，地壳活跃,决策型,题目选项,位于板块交界处、地壳活跃、地壳运动活跃
侵蚀作用,地形地貌,外力作用,流水侵蚀、风力侵蚀、冰川侵蚀、海水侵蚀
侵蚀作用越强,地形与地貌,海拔越高，侵蚀作用越强,nan
侵蚀作用较弱,地形与地貌,地壳相对稳定，侵蚀作用较弱,nan
侵蚀力强,地形与地貌,河流流速快、侵蚀力强,nan
侵蚀力越强,地形与地貌,流速越快，侵蚀力越强,nan
侵蚀强,地形与地貌,山地地区河流流速快，侵蚀强,nan
便于耕作,地形与地貌,地势平坦，便于耕作,nan
修建梯田,地形与地貌,修建梯田，改变地表坡度,nan
修建梯田，改变地表坡度,决策型,题目选项,修建梯田、改变地表坡度
偏北风,地形地貌,风力特征,黄土搬运、蒙古高原
充足的水分,地形与地貌,需要石灰岩和充足的水分,nan
入海口地势平坦,地形与地貌,入海口地势平坦、流速缓慢,nan
入海口地势平坦、流速缓慢,决策型,题目选项,入海口地势平坦、流速缓慢
全年降水,地形地貌,气候特征,降水总量、分布均衡
内力作用,地形与地貌,地质作用、内力作用和外力作用共同推动地貌演化、内力作用和外力作用相互作用，塑造了多样的地表形态,地壳运动、岩浆活动、变质作用
内力作用使地表高低起伏,决策型,题目选项,内力作用塑造基本格局，使地表起伏；外力作用削高填低，使地表趋于平坦。两者共同作用，内力主导大尺度形态。、使地表起伏、外力作用削高填低
内力作用和外力作用共同推动地貌演化,决策型,题目选项,内力作用、外力作用共同推动地貌演化、地貌不断演化，由内外力共同作用，但速度有快有慢。、由内外力共同作用
内力作用和外力作用相互作用,地形与地貌,内力作用和外力作用相互作用，塑造了多样的地表形态,
内力作用和外力作用相互作用，塑造了多样的地表形态,决策型,题目选项,内力作用和外力作用相互作用、内力作用、外力作用相互作用、塑造了多样的地表形态、内力作用（地壳运动等）使地表高低不平（趋异），外力作用（侵蚀、堆积）则削高填低，使地表趋于平坦（趋同）。两者共同作用，塑造了丰富多样的地表形态。、塑造了丰富多样的地表形态
内力作用塑造地表基本形态,决策型,题目选项,内力作用形成宏观起伏
内力作用（地壳运动等）使地表高低不平（趋异），外力作用（侵蚀、堆积）则削高填低，使地表趋于平坦（趋同）。两者共同作用，塑造了丰富多样的地表形态。,地形与地貌,内力作用和外力作用相互作用，塑造了多样的地表形态,
内力地貌,地形地貌,地貌,板块运动、地壳运动形成
内蒙古高原,地形与地貌,高原、青藏高原,坦荡开阔、风力作用、草原荒漠、风力侵蚀、风力堆积
内蒙古高原西部,决策型,题目选项,内蒙古高原西部气候干旱
内蒙古高原西部气候干旱,地形与地貌,内蒙古高原西部,
冬冷夏热,地形与地貌,冬冷夏热，降水稀少，昼夜温差大,
冬冷夏热，降水稀少，昼夜温差大,决策型,题目选项,冬冷夏热、降水稀少、昼夜温差大、温带大陆性气候的特点是冬季寒冷，夏季炎热，全年降水稀少，气温日较差和年较差大。A是温带季风气候，B是地中海气候。
冬季温,地形与地貌,夏季高温多雨，冬季温和少雨,
冬季温和少雨,地形与地貌,夏季高温多雨，冬季温和少雨,
冬季温和（低温）少雨,地形与地貌,夏季高温多雨，冬季温和少雨,
冰川侵蚀,地形地貌,侵蚀作用,冰斗、角峰、U形谷
冰川侵蚀作用,决策型,题目选项,冰川侵蚀作用（如冰斗侵蚀
冰川侵蚀作用（如冰斗侵蚀,地形与地貌,冰川侵蚀作用,
冰川地貌,地形地貌,外力地貌,U形谷、角峰、冰碛平原
冰川堆积,地形地貌,堆积作用,冰碛丘、冰碛平原
冰川融化时,地形与地貌,冰川融化时，携带的物质堆积,nan
冰川融化时，携带的物质堆积,决策型,题目选项,冰川融化时、携带的物质堆积、冰川堆积物分选差
冰川都能进行搬运作用,地形与地貌,流水、风力、冰川都能进行搬运作用,
冰斗,决策型,题目选项,nan
冰碛丘,决策型,题目选项,冰碛丘（冰川堆积）、冰碛丘是冰川融化时
冰碛丘是冰川融化时,地形与地貌,冰碛丘,
冰碛丘陵,决策型,题目选项,nan
冰碛平原,决策型,题目选项,冰碛丘陵、冰碛平原是冰川堆积地貌
冲积平原,地形地貌,平原类型,河流冲积、地势低平
冲积扇,决策型,堆积地形、题目选项,山麓堆积、扇形分布、冲积扇是流水堆积地貌
冲积扇形成于河流山口,地形与地貌,冲积扇形成于河流山口，三角洲形成于河流入海口,nan
冲积扇形成于河流山口，三角洲形成于河流入海口,决策型,题目选项,冲积扇形成于河流山口、三角洲形成于河流入海口
冲积扇边缘,地形地貌,华北平原,地势分界、形态特征
冻融,地形地貌,风化作用,冰冻循环、岩体破碎
冻融作用,地形地貌,物理风化,高寒山区、断裂增加
冻融风化,地形地貌,物理风化,高寒地区、温度循环
准噶尔盆地,决策型,题目选项,塔里木和准噶尔盆地干旱、准噶尔盆地干旱
凸岸流速慢,地形与地貌,凸岸流速慢，以堆积为主,nan
凸岸流速慢，以堆积为主,决策型,题目选项,凸岸流速慢、以堆积为主、凸岸堆积
凹岸流速快,地形与地貌,凹岸流速快，以侵蚀为主,nan
凹岸流速快，以侵蚀为主,决策型,题目选项,凹岸流速快、以侵蚀为主、凹岸侵蚀
分为海蚀地貌,地形与地貌,分为海蚀地貌和海积地貌,nan
分为海蚀地貌和海积地貌,决策型,题目选项,分为海蚀地貌、海积地貌、海岸地貌分布在沿海地区
分选性好,地形与地貌,沙粒大小均匀，分选性好,nan
分选性差,地形与地貌,颗粒大小不一，分选性差,
刚果盆地,决策型,盆地、题目选项,非洲、世界最大盆地、刚果盆地位于非洲中部
刚果盆地位于非洲中部,地形与地貌,刚果盆地,
包括溶蚀,地形与地貌,包括溶蚀和堆积两个过程,nan
包括溶蚀和堆积两个过程,决策型,题目选项,包括溶蚀、堆积两个过程、包括溶蚀和化学堆积、包括溶蚀
化学风化,地形地貌,风化作用,矿物变化、水溶作用
半固定沙漠,地形地貌,沙漠类型,部分固定、过渡类型
华北平原,决策型,平原、题目选项,黄河冲积、旱涝灾害、盐碱化、黄河、古河道、华北平原位于第三阶梯
华北平原位于第三阶梯,地形与地貌,华北平原,
南极地区,决策型,题目选项,南极
南极洲板块,地形地貌,板块运动,太平洋板块、安第斯山
印度洋板块,地形与地貌,板块运动、非洲板块与印度洋板块、亚欧板块与印度洋板块,青藏高原、张裂带
印度洋板块向北俯冲挤压,地形与地貌,亚欧板块与印度洋板块,
印度洋板块的碰撞边界,地形与地貌,亚欧板块与印度洋板块,
压缩应力,地形地貌,板块作用,板块挤压、收缩作用
受地形抬升影响,地形与地貌,地势低，受夏季风影响明显,
受夏季风影响小,地形与地貌,深居内陆，远离海洋，受夏季风影响小,
受夏季风影响明显,地形与地貌,地势低，受夏季风影响明显,
受海浪,地形与地貌,受海浪、潮汐等作用形成,nan
受海浪、潮汐等作用形成,决策型,题目选项,受海浪、潮汐等作用形成
受西风带影响,地形与地貌,受西风带影响，降水较多,
受西风带影响，降水较多,决策型,题目选项,受西风带影响、降水较多
古河道,地形地貌,华北平原,黄河变迁、地形痕迹
古湖盆,地形地貌,柴达木盆地,地质历史、沉积环境
古老陆块,地形地貌,巴西高原,地质历史、稳定陆核
可能由风力堆积形成,决策型,题目选项,风力堆积通常形成沙丘等地貌
向斜岩层向下弯曲,地形与地貌,向斜岩层向下弯曲，常形成谷地,nan
向斜岩层向下弯曲，常形成谷地,决策型,题目选项,向斜岩层向下弯曲、常形成谷地、向斜成谷是常见情况
向斜槽部受挤压,地形与地貌,向斜槽部受挤压，岩石坚硬,nan
向斜槽部受挤压，岩石坚硬,决策型,题目选项,向斜槽部受挤压、岩石坚硬、向斜槽部岩石坚硬
呈半圆形洼地,地形与地貌,呈半圆形洼地，底部平坦,nan
呈半圆形洼地，底部平坦,决策型,题目选项,呈半圆形洼地、底部平坦
呈圆锥形,决策型,题目选项,nan
呈长条状延伸,决策型,题目选项,黄土梁是长条状延伸
周围山地隆起,决策型,题目选项,周围地壳隆起（如四川盆地）形成
喀斯特丘陵,决策型,题目选项,喀斯特丘陵属于地形基本类型（丘陵）
喀斯特丘陵属于地形基本类型（丘陵）,地形与地貌,喀斯特丘陵,
喀斯特地貌,地形与地貌,外力地貌、喀斯特地貌与石灰岩、湿润气候相关,溶洞、石林、峰林、石灰岩、溶蚀作用、流水溶蚀
喀斯特地貌与石灰岩,地形与地貌,喀斯特地貌与石灰岩、湿润气候相关,nan
喀斯特地貌与石灰岩、湿润气候相关,决策型,题目选项,喀斯特地貌与石灰岩、喀斯特地貌、石灰岩、湿润气候相关
喀斯特地貌地表崎岖，耕地破碎，土层薄，不利于大规模机械化耕作，但适合发展林业、畜牧业以及特色农业。,地形与地貌,地表崎岖，不利于农业机械化，适合发展林业和畜牧业,
喀斯特地貌是流水对可溶性岩石（如石灰岩）的溶蚀作用形成的,地形与地貌,由流水溶蚀作用形成，降水越多越发育,
喀斯特峰林,决策型,题目选项,峰林
喜马拉雅山脉,决策型,山地、题目选项,消亡边界、板块挤压、地壳抬升、世界屋脊、珠穆朗玛峰、喜马拉雅山（板块挤压）、喜马拉雅山脉平均海拔超过6000米
喜马拉雅山脉平均海拔超过6000米,地形与地貌,喜马拉雅山脉,
四周高,地形与地貌,中间低、四周高、地势中间低，四周高,
四川盆地,决策型,盆地、题目选项,紫色土、气候湿润、地势低、四周环山、天府之国、河网密布、四川盆地内部为成都平原等
四川盆地内部为成都平原等,地形与地貌,四川盆地,
因为海拔低于500米,地形与地貌,属于丘陵，因为海拔低于500米且起伏和缓,
因为海拔低于500米且起伏和缓,地形与地貌,属于丘陵，因为海拔低于500米且起伏和缓,
围湖造田,地形与地貌,围湖造田，改变地貌形态,nan
围湖造田，改变地貌形态,决策型,题目选项,围湖造田、改变地貌形态、人类活动可以显著改变局部地貌形态
固定沙漠,地形地貌,沙漠类型,植被覆盖、沙丘稳定
土壤类型,决策型,题目选项,
土壤肥力中等,地形与地貌,黄土广布，土壤肥力中等,
土壤肥沃,地形与地貌,土层深厚，土壤肥沃,nan
土层深厚,决策型,题目选项、土层深厚，土壤肥沃,nan
土层深厚，土壤肥沃,决策型,题目选项,土层深厚、土壤肥沃、土层厚
土层薄,地形地貌,喀斯特特征,岩石露出、土壤缺乏
地中海气候,地形地貌,气候类型,夏旱冬湿
地势中间低,地形与地貌,地势中间低，四周高,
地势中间低，四周高,决策型,题目选项,地势中间低、四周高、所以地势中间低
地势低,地形与地貌,地势低，受夏季风影响明显,
地势低，受夏季风影响明显,决策型,题目选项,地势低、受夏季风影响明显、受地形抬升影响
地势平坦,决策型,题目选项、地势平坦，便于耕作,平原平坦
地势平坦，便于耕作,决策型,题目选项,地势平坦、便于耕作
地势平缓,地形与地貌,河流下游，地势平缓,
地势起伏,地形与地貌,地势起伏和缓,nan
地势起伏和缓,决策型,题目选项,地势起伏、起伏和缓、起伏
地势起伏大,地形与地貌,山地海拔较高，地势起伏大,nan
地势起伏较大,决策型,题目选项,起伏较大
地势起伏较小,决策型,题目选项,nan
地势陡峭,决策型,题目选项、河流上游，地势陡峭，水流湍急,山势陡峭
地堑谷地,决策型,题目选项,nan
地壳下陷,决策型,题目选项,盆地可由地壳下陷（如构造盆地）
地壳变形,地形地貌,内力作用,板块挤压、褶皱
地壳抬升,决策型,地壳运动、题目选项,板块挤压、山脉形成、高原主要由地壳抬升
地壳活跃,地形与地貌,位于板块交界处，地壳活跃,
地壳相对稳定,地形与地貌,地壳相对稳定，侵蚀作用较弱,nan
地壳相对稳定，侵蚀作用较弱,决策型,题目选项,地壳相对稳定、侵蚀作用较弱、在相对稳定
地壳运动,地形地貌,内力作用,板块运动、水平挤压、张裂下陷、地壳抬升
地壳运动活跃,地形与地貌,位于板块交界处，地壳活跃,
地形,地形地貌,地形地貌,地形基本类型、海拔、起伏、坡度
地形地貌,地形地貌,地理自然系统,地形、地貌、地质作用、地壳运动
地形基本类型,地形地貌,地形,山地、高原、丘陵、平原、盆地
地理自然系统,通用,无,地形地貌、气象与气候、水文地理、土壤与植被
地表千沟万壑,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
地表千沟万壑，降水集中且多暴雨，植被覆盖率低,决策型,题目选项,地表千沟万壑、降水集中且多暴雨、降水集中、多暴雨、植被覆盖率低、黄土高原水土流失严重是多种因素叠加的结果：地表破碎（千沟万壑）、土质疏松、降水集中多暴雨、植被破坏严重。、降水集中多暴雨
地表坦荡,决策型,题目选项,
地表崎岖,地形与地貌,地表崎岖，不利于农业机械化，适合发展林业和畜牧业,
地表崎岖不平,地形与地貌,地表崎岖不平，多喀斯特地貌,
地表崎岖不平，多喀斯特地貌,决策型,题目选项,地表崎岖不平、多喀斯特地貌、地表崎岖不平、多喀斯特地貌是云贵高原的个性特征
地表崎岖，不利于农业机械化，适合发展林业和畜牧业,决策型,题目选项,地表崎岖、不利于农业机械化、适合发展林业和畜牧业、适合发展林业、畜牧业、喀斯特地貌地表崎岖，耕地破碎，土层薄，不利于大规模机械化耕作，但适合发展林业、畜牧业以及特色农业。、但适合发展林业
地表平坦,地形与地貌,地表平坦，适合大规模农业生产,
地表平坦，适合大规模农业生产,决策型,题目选项,地表平坦、适合大规模农业生产、山地地表起伏大，不适合大规模机械化农业生产，适合发展林业、畜牧业和旅游业。、不适合大规模机械化农业生产
地表形态始终处于不断变化中,决策型,题目选项,nan
地表起伏,地形与地貌,海拔多在200-500米之间，地表起伏和缓,
地表起伏和缓,地形与地貌,海拔多在200-500米之间，地表起伏和缓,
地表起伏小于山地,地形与地貌,丘陵海拔高于平原，地表起伏小于山地,
地表起伏程度,决策型,题目选项,丘陵的根本区别在于地表起伏程度（相对高差、山地起伏大、坡度陡缓是起伏程度的直接表现、但“地表起伏程度”是更综合的差异、而山地则“起伏大、地表起伏程度是核心区别
地表起伏程度是核心区别,地形与地貌,地表起伏程度,
地表隆起,地形地貌,内力作用,地壳上升、地形抬升
地貌,地形地貌,地形地貌,外力地貌、内力地貌、微地貌
地貌类型可能发生变化,地形与地貌,随海拔升高，地貌类型可能发生变化,nan
地质作用,地形地貌,地形地貌,内力作用、外力作用
地质时期,地形地貌,地质过程,沉积、矿产形成、古湖盆
地质时期沉积形成,决策型,题目选项,
均为流水堆积地貌,决策型,题目选项,两者都是流水堆积地貌，但形成位置不同。、两者都是流水堆积地貌
均由地下水中的碳酸钙沉积形成,决策型,题目选项,nan
坡度,地形地貌,地形,陡坡、缓坡、阳坡、阴坡
坡度陡缓是起伏程度的直接表现,地形与地貌,地表起伏程度,
坡积扇,决策型,题目选项,形成坡积扇
垂直发育,地形地貌,黄土高原,地形特征、沟壑深度
垂直节理发育,地形与地貌,岩层坚硬且垂直节理发育,nan
堆积,地形与地貌,风力侵蚀与堆积,
堆积两个过程,地形与地貌,包括溶蚀和堆积两个过程,nan
堆积作用,地形地貌,外力作用,流水堆积、风力堆积、冰川堆积、海水堆积
堆积强,地形与地貌,平原地区河流流速慢，堆积强,nan
堆积物分选性差,地形与地貌,堆积物分选性差，大小混杂,nan
堆积物分选性差，大小混杂,决策型,题目选项,堆积物分选性差、大小混杂、冰川堆积物分选差
塑造了丰富多样的地表形态,地形与地貌,内力作用和外力作用相互作用，塑造了多样的地表形态,
塑造了多样的地表形态,地形与地貌,内力作用和外力作用相互作用，塑造了多样的地表形态,
塔克拉玛干沙漠,地形地貌,塔里木盆地,中国最大沙漠、风力堆积
塔里木盆地,决策型,盆地、题目选项,深居内陆、气候干旱、沙漠广布、风力堆积、塔克拉玛干沙漠、塔里木和准噶尔盆地干旱、塔里木、塔里木盆地位于天山与昆仑山之间、塔里木盆地位于天山
塔里木盆地位于天山,地形与地貌,塔里木盆地,
塔里木盆地位于天山与昆仑山之间,地形与地貌,塔里木盆地,
夏季高温多雨,地形与地貌,夏季高温多雨，冬季温和少雨,
夏季高温多雨，冬季温和少雨,决策型,题目选项,夏季高温多雨、冬季温和少雨、冬季温、少雨、亚热带季风气候特征是夏季高温多雨，冬季温和（低温）少雨。A是温带季风气候，C是热带雨林气候。、亚热带季风气候特征是夏季高温多雨、冬季温和（低温）少雨、（低温）少雨
外力作用,地形地貌,地质作用,风化、侵蚀、搬运、堆积、河流冲积
外力作用使地表趋于平坦,决策型,题目选项,内力作用塑造基本格局，使地表起伏；外力作用削高填低，使地表趋于平坦。两者共同作用，内力主导大尺度形态。、使地表趋于平坦
外力作用修饰地表形态,决策型,题目选项,nan
外力作用共同推动地貌演化,地形与地貌,内力作用和外力作用共同推动地貌演化,nan
外力作用相互作用,地形与地貌,内力作用和外力作用相互作用，塑造了多样的地表形态,
外力地貌,地形地貌,地貌,流水、风力、冰川、海水形成
多呈垄脊状,地形与地貌,形态奇特，多呈垄脊状,nan
多呈网状,地形与地貌,平原地区交通线路密集，多呈网状,nan
多喀斯特地貌,地形与地貌,地表崎岖不平，多喀斯特地貌,
多喀斯特地貌是云贵高原的个性特征,地形与地貌,地表崎岖不平，多喀斯特地貌,
多峡谷,地形与地貌,上游以侵蚀作用为主，多峡谷,nan
多平原,地形与地貌,下游以堆积作用为主，多平原,nan
多形成于河流中下游（冲积平原）和沿海地区（海积平原）,地形与地貌,主要分布在河流中下游地区和沿海地区,
多暴雨,地形与地貌,地表千沟万壑，降水集中且多暴雨，植被覆盖率低,
多陡崖,地形与地貌,多陡崖、峰林,nan
多陡崖、峰林,决策型,题目选项,多陡崖、峰林、峰林
大小混杂,地形与地貌,堆积物分选性差，大小混杂,nan
大西洋,地形地貌,大洋,板块张裂、新洋盆
天府之国,地形地貌,四川盆地,富饶之地、紫色土肥沃
太平洋板块,地形与地貌,板块运动、美洲板块与太平洋板块,环太平洋、岛弧
安第斯山脉,地形地貌,山地,美洲板块、太平洋板块、碰撞挤压、世界最长
导致地表起伏（切割程度）逐渐加剧,地形与地貌,起伏逐渐加剧,
少雨,地形与地貌,夏季高温多雨，冬季温和少雨,
属于丘陵,地形与地貌,属于丘陵，因为海拔低于500米且起伏和缓,
属于丘陵，因为海拔低于500米且起伏和缓,决策型,题目选项,属于丘陵、因为海拔低于500米且起伏和缓、因为海拔低于500米、起伏、该区域海拔480米（<500米），且“起伏和缓、坡度较缓、无明显峰峦”，完全符合丘陵的特征。
属于太平洋板块的一部分）俯冲到美洲板块下方,地形与地貌,美洲板块与太平洋板块,
属于流水堆积（化学堆积）作用,地形与地貌,流水堆积,
属于风力侵蚀作用,地形与地貌,风力侵蚀,
山东丘陵,地形地貌,丘陵,我国东部、黄河冲积
山地,决策型,地形基本类型、题目选项、山地和高原,海拔500米以上、坡度陡、峰谷相间、褶皱山、断块山
山地主要是由内力作用（尤其是板块挤压形成的褶皱山,地形与地貌,主要由内力板块挤压形成,
山地主要是由内力作用（尤其是板块挤压形成的褶皱山、断层山）主导形成的。外力作用会对山地起侵蚀破坏作用。,地形与地貌,主要由内力板块挤压形成,
山地和高原,决策型,题目选项,山地、高原
山地地区交通线路多沿河谷,地形与地貌,山地地区交通线路多沿河谷、等高线布局,nan
山地地区交通线路多沿河谷、等高线布局,决策型,题目选项,山地地区交通线路多沿河谷、等高线布局、平原交通建设便利，山地多沿河谷或盘旋。高原（如青藏高原）交通建设难度大。、山地多沿河谷或盘旋、山地多沿河谷
山地地区河流流速快,地形与地貌,山地地区河流流速快，侵蚀强,nan
山地地区河流流速快，侵蚀强,决策型,题目选项,山地地区河流流速快、侵蚀强、山地河流落差大
山地地区适合发展林业,决策型,题目选项,nan
山地地表起伏大，不适合大规模机械化农业生产，适合发展林业、畜牧业和旅游业。,地形与地貌,地表平坦，适合大规模农业生产,
山地多由地壳隆起形成,决策型,题目选项,山地可由地壳隆起（褶皱山、断块山）或火山喷发形成，但不都是火山喷发形成。、山地可由地壳隆起（褶皱山
山地海拔较高,地形与地貌,山地海拔较高，地势起伏大,nan
山地海拔较高，地势起伏大,决策型,题目选项,山地海拔较高、地势起伏大
山地起伏大,地形与地貌,地表起伏程度,
山地迎风坡降水多,地形与地貌,山地迎风坡降水多，背风坡降水少,nan
山地迎风坡降水多，背风坡降水少,决策型,题目选项,山地迎风坡降水多、背风坡降水少、迎风坡地形雨多
山岭,决策型,题目选项,常形成山岭
山脉,决策型,题目选项,
岛弧,决策型,题目选项,岛弧（如日本群岛）
岩体破碎,地形地貌,风化结果,碎屑形成、地表松散
岩块,地形地貌,搬运物质,冰川搬运、巨大物体
岩层呈红色,决策型,题目选项,nan
岩层坚硬,地形与地貌,岩层坚硬且垂直节理发育,nan
岩层坚硬且垂直节理发育,决策型,题目选项,岩层坚硬、垂直节理发育
岩层疏松易风化,决策型,题目选项,nan
